id,en,de,es,fr,phe,kcal,emoji
17245,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8 fat, choice, cooked, roasted","Lamm, Schulter, ganz (Arm und Schulterblatt), trennbares Muskelfleisch und Fett, auf 1/8 Fett getrimmt, nach Wahl, gekocht, geröstet","Cordero, paleta, entera (brazo y cuchilla), parte magra y grasa, recortado a 1/8 de grasa, elección, cocido, asado","Agneau, épaule, entière (bras et lame), maigre et gras séparable, paré à 1/8 de gras, au choix, cuit, rôti",0.924,269.0,🍽️
17238,"Lamb, loin, separable lean and fat, trimmed to 1/8 fat, choice, cooked, roasted","Lamm, Lende, trennbares Magerfleisch und Fett, auf 1/8 Fett getrimmt, nach Wahl, gekocht, geröstet","Cordero, lomo, parte magra y grasa, recortado a 1/8 de grasa, elección, cocido, asado","Agneau, longe, maigre et gras séparable, paré à 1/8 de gras, au choix, cuit, rôti",0.947,290.0,🍽️
17230,"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8 fat, choice, raw","Lamm, Keule, ganz (Haxe und Lendenstück), trennbares Magerfleisch und Fett, auf 1/8 Fett getrimmt, nach Wahl, roh","Cordero, pierna, entera (pierna y solomillo), parte magra y grasa, recortado a 1/8 de grasa, elección, crudo","Agneau, gigot, entier (jarret et surlonge), maigre et gras séparables, paré à 1/8 de gras, au choix, cru",0.752,209.0,🍽️
17237,"Lamb, loin, separable lean and fat, trimmed to 1/8 fat, choice, cooked, broiled","Lamm, Lende, trennbares Magerfleisch und Fett, auf 1/8 Fett getrimmt, nach Wahl, gekocht, gegrillt","Cordero, lomo, parte magra y grasa, recortado a 1/8 de grasa, elección, cocido, a la parrilla","Agneau, longe, maigre et gras séparable, paré à 1/8 de gras, au choix, cuit, grillé",1.06,297.0,🍽️
17232,"Lamb, leg, shank half, separable lean and fat, trimmed to 1/8 fat, choice, raw","Lamm, Keule, Haxenhälfte, trennbares Muskelfleisch und Fett, auf 1/8 Fett getrimmt, nach Wahl, roh","Cordero, pierna, mitad de pierna, parte magra y grasa, recortado a 1/8 de grasa, elección, crudo","Agneau, cuisse, moitié de jarret, maigre et gras séparables, paré à 1/8 de gras, au choix, cru",0.773,185.0,🍽️
17239,"Lamb, rib, separable lean and fat, trimmed to 1/8 fat, choice, raw","Lamm, Rippe, trennbares Muskelfleisch und Fett, auf 1/8 Fett getrimmt, nach Wahl, roh","Cordero, costilla, parte magra y grasa, recortado a 1/8 de grasa, elección, crudo","Agneau, côtes, maigre et gras séparables, paré à 1/8 de gras, au choix, cru",0.624,342.0,🍽️
17240,"Lamb, rib, separable lean and fat, trimmed to 1/8 fat, choice, cooked, broiled","Lamm, Rippe, trennbares Magerfleisch und Fett, auf 1/8 Fett getrimmt, nach Wahl, gekocht, gegrillt","Cordero, costilla, parte magra y grasa, recortado a 1/8 de grasa, elección, cocido, a la parrilla","Agneau, côtes, maigre et gras séparables, paré à 1/8 de gras, au choix, cuit, grillé",0.939,340.0,🍽️
17231,"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8 fat, choice, cooked, roasted","Lamm, Keule, ganz (Haxe und Lendenstück), trennbares Magerfleisch und Fett, auf 1/8 Fett getrimmt, nach Wahl, gekocht, gebraten","Cordero, pierna, entera (pierna y solomillo), parte magra y grasa, recortado a 1/8 de grasa, elección, cocido, asado","Agneau, gigot, entier (jarret et surlonge), maigre et gras séparables, paré à 1/8 de gras, au choix, cuit, rôti",1.07,242.0,🍽️
17215,"Lamb, variety meats and by-products, spleen, cooked, braised","Lamm, verschiedene Fleischsorten und Nebenerzeugnisse, Milz, gekocht, geschmort","Cordero, variedades de carnes y subproductos, bazo, cocido, estofado","Agneau, viandes variées et sous-produits, rate, cuite, braisée",1.2,156.0,🍖
17223,"Veal, variety meats and by-products, tongue, cooked, braised","Kalbfleisch, verschiedene Fleischsorten und Nebenerzeugnisse, Zunge, gekocht, geschmort","Ternera, variedades de carnes y subproductos, lengua, cocida, estofada","Veau, viandes variées et sous-produits, langue, cuite, braisée",1.02,202.0,🍖
17221,"Lamb, variety meats and by-products, tongue, cooked, braised","Lammfleisch, verschiedene Fleischsorten und Nebenprodukte, Zunge, gekocht, geschmort","Cordero, variedad de carnes y subproductos, lengua, cocida, estofada","Agneau, viandes variées et sous-produits, langue, cuite, braisée",0.805,275.0,🍖
17224,"Lamb, ground, raw","Lamm, gemahlen, roh","Cordero, molido, crudo","Agneau, haché, cru",0.674,282.0,🍽️
17229,"Lamb, foreshank, separable lean and fat, trimmed to 1/8 fat, cooked, braised","Lamm, Vorhaxe, mageres und fettes Fleisch getrennt, auf 1/8 Fett getrimmt, gekocht, geschmort","Cordero, pierna, parte magra y grasa, recortado a 1/8 de grasa, cocido, estofado","Agneau, jarret, maigre et gras séparables, paré à 1/8 de gras, cuit, braisé",1.16,243.0,🍽️
17220,"Lamb, variety meats and by-products, tongue, raw","Lammfleisch, verschiedene Fleischsorten und Nebenprodukte, Zunge, roh","Cordero, variedades de carnes y subproductos, lengua, cruda","Agneau, viandes variées et sous-produits, langue, cru",0.586,222.0,🍖
17222,"Veal, variety meats and by-products, tongue, raw","Kalbfleisch, verschiedene Fleischsorten und Nebenprodukte, Zunge, roh","Ternera, variedades de carnes y subproductos, lengua, cruda","Veau, viandes variées et sous-produits, langue, cru",0.677,131.0,🍖
17206,"Lamb, variety meats and by-products, lungs, cooked, braised","Lamm, verschiedene Fleischsorten und Nebenerzeugnisse, Lunge, gekocht, geschmort","Cordero, variedades de carnes y subproductos, pulmones, cocidos, estofados","Agneau, viandes variées et sous-produits, poumons, cuits, braisés",0.819,113.0,🍖
17198,"Veal, variety meats and by-products, kidneys, cooked, braised","Kalbfleisch, verschiedene Fleischsorten und Nebenerzeugnisse, Nieren, gekocht, geschmort","Ternera, carnes variadas y subproductos, riñones, cocidos, estofados","Veau, viandes variées et sous-produits, rognons, cuits, braisés",1.25,163.0,🍖
17204,"Veal, variety meats and by-products, liver, cooked, pan-fried","Kalbfleisch, verschiedene Fleischsorten und Nebenerzeugnisse, Leber, gekocht, gebraten","Ternera, carnes variadas y subproductos, hígado, cocido, frito","Veau, viandes variées et sous-produits, foie, cuit, poêlé",1.39,193.0,🍖
17205,"Lamb, variety meats and by-products, lungs, raw","Lammfleisch, verschiedene Fleischsorten und Nebenprodukte, Lunge, roh","Cordero, variedades de carnes y subproductos, pulmones, crudos","Agneau, viandes variées et sous-produits, poumons, crus",0.688,95.0,🍖
17214,"Lamb, variety meats and by-products, spleen, raw","Lamm, verschiedene Fleischsorten und Nebenprodukte, Milz, roh","Cordero, variedades de carnes y subproductos, bazo, crudo","Agneau, viandes variées et sous-produits, rate, cru",0.782,101.0,🍖
17207,"Veal, variety meats and by-products, lungs, raw","Kalbfleisch, verschiedene Fleischsorten und Nebenprodukte, Lunge, roh","Ternera, variedades de carnes y subproductos, pulmones, crudos","Veau, viandes variées et sous-produits, poumons, crus",0.579,90.0,🍖
17190,"Veal, variety meats and by-products, brain, cooked, pan-fried","Kalbfleisch, verschiedene Fleischsorten und Nebenprodukte, Gehirn, gekocht, in der Pfanne gebraten","Ternera, carnes variadas y subproductos, sesos, cocidos, fritos","Veau, viandes variées et sous-produits, cervelle, cuite, poêlée",0.762,213.0,🍖
17188,"Veal, variety meats and by-products, brain, raw","Kalbfleisch, verschiedene Fleischsorten und Nebenprodukte, Gehirn, roh","Ternera, variedades de carnes y subproductos, sesos, crudos","Veau, viandes variées et sous-produits, cervelle, cru",0.543,118.0,🍖
17187,"Lamb, variety meats and by-products, brain, cooked, pan-fried","Lammfleisch, verschiedene Fleischsorten und Nebenprodukte, Gehirn, gekocht, in der Pfanne gebraten","Cordero, carnes variadas y subproductos, sesos, cocidos, fritos","Agneau, viandes variées et sous-produits, cervelle, cuite, poêlée",0.818,273.0,🍖
17197,"Veal, variety meats and by-products, kidneys, raw","Kalbfleisch, verschiedene Fleischsorten und Nebenprodukte, Nieren, roh","Ternera, carnes variadas y subproductos, riñones, crudos","Veau, viandes variées et sous-produits, rognons, crus",0.748,99.0,🍖
17196,"Lamb, variety meats and by-products, kidneys, cooked, braised","Lammfleisch, verschiedene Fleischsorten und Nebenprodukte, Nieren, gekocht, geschmort","Cordero, variedades de carnes y subproductos, riñones, cocidos, estofados","Agneau, viandes variées et sous-produits, rognons, cuits, braisés",1.1,137.0,🍖
17195,"Lamb, variety meats and by-products, kidneys, raw","Lammfleisch, verschiedene Fleischsorten und Nebenprodukte, Nieren, roh","Cordero, variedades de carnes y subproductos, riñones, crudos","Agneau, viandes variées et sous-produits, rognons, crus",0.729,97.0,🍖
17189,"Veal, variety meats and by-products, brain, cooked, braised","Kalbfleisch, verschiedene Fleischsorten und Nebenprodukte, Gehirn, gekocht, geschmort","Ternera, carnes variadas y subproductos, sesos, cocidos, estofados","Veau, viandes variées et sous-produits, cervelle, cuite, braisée",0.604,136.0,🍖
17180,"Game meat, rabbit, wild, raw","Wildfleisch, Kaninchen, Wild, roh","Carne de caza, conejo, salvaje, cruda","Viande de gibier, lapin, sauvage, crue",0.895,114.0,🍖
17073,"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, cooked, roasted","Lamm, Neuseeland, importiert, gefroren, Keule, ganz (Haxe und Lendenstück), trennbares mageres und fettes Fleisch, gekocht, gebraten","Cordero, Nueva Zelanda, importado, congelado, pierna, entera (pierna y solomillo), parte magra y grasa, cocido, asado","Agneau, Nouvelle-Zélande, importé, congelé, cuisse, entière (jarret et surlonge), maigre et gras séparable, cuit, rôti",1.01,246.0,🍽️
17173,"Game meat, moose, cooked, roasted","Wildfleisch, Elch, gekocht, gebraten","Carne de caza, alce, cocida, asada","Viande de gibier, orignal, cuite, rôtie",1.26,134.0,🍖
17179,"Game meat, rabbit, domesticated, composite of cuts, cooked, stewed","Wildfleisch, Kaninchen, domestiziert, aus Teilstücken zusammengesetzt, gekocht, gedünstet","Carne de caza, conejo, domesticada, compuesta de cortes, cocida, guisada","Viande de gibier, lapin, domestiquée, composée de coupes, cuite, mijotée",1.25,206.0,🍖
17172,"Game meat, moose, raw","Wildfleisch, Elch, roh","Carne de caza, alce, cruda","Viande de gibier, élan, crue",0.961,102.0,🍖
17181,"Game meat, rabbit, wild, cooked, stewed","Wildfleisch, Kaninchen, Wild, gekocht, gedünstet","Carne de caza, conejo, salvaje, cocida, guisada","Viande de gibier, lapin, sauvage, cuite, mijotée",1.36,173.0,🍖
17071,"Lamb, New Zealand, imported, fore-shank, separable lean only, cooked, braised","Lamm, Neuseeland, importiert, Vorderkeule, nur teilbar, mager, gekocht, geschmort","Cordero, Nueva Zelanda, importado, pierna delantera, sólo magro separable, cocido, estofado","Agneau, Nouvelle-Zélande, importé, jarret, maigre séparable seulement, cuit, braisé",1.31,209.0,🍽️
17072,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean and fat, raw","Lamm, Neuseeland, importiert, Beinkotelett/Steak, mit Knochen, trennbares Magerfleisch und Fett, roh","Cordero, Nueva Zelanda, importado, chuleta de pierna / filete, con hueso, parte magra y grasa, crudo","Agneau, Nouvelle-Zélande, importé, côtelette/steak de cuisse, avec os, maigre et gras séparables, cru",0.734,206.0,🥩
17063,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, cooked","Lammfleisch, Neuseeland, importiert, gefroren, zusammengesetzt aus geschnittenen Einzelhandelsstücken, trennbares Muskelfleisch und Fett, gekocht","Cordero, Nueva Zelanda, importado, congelado, compuesto de cortes recortados al por menor, parte magra y grasa, cocido","Agneau, Nouvelle-Zélande, importé, congelé, composé de coupes de détail parées, maigre et gras séparable, cuit",0.994,305.0,🍽️
17062,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, raw","Lammfleisch, Neuseeland, importiert, gefroren, zusammengesetzt aus geschnittenen Einzelhandelsstücken, trennbares mageres und fettes Fleisch, roh","Cordero, Nueva Zelanda, importado, congelado, compuesto de cortes recortados al por menor, parte magra y grasa, crudo","Agneau, Nouvelle-Zélande, importé, congelé, composé de coupes de détail parées, maigre et gras séparables, cru",0.681,277.0,🍽️
17064,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean only, raw","Lamm, Neuseeland, importiert, gefroren, zusammengesetzt aus geschnittenen Einzelhandelsstücken, trennbar, nur mager, roh","Cordero, Nueva Zelanda, importado, congelado, compuesto de cortes minoristas recortados, sólo magro separable, crudo","Agneau, Nouvelle-Zélande, importé, congelé, composé de coupes de détail parées, maigre séparable seulement, cru",0.845,128.0,🍽️
17070,"Lamb, New Zealand, imported, fore-shank, separable lean only, raw","Lamm, Neuseeland, importiert, Vorderkeule, nur teilbar, mager, roh","Cordero, Nueva Zelanda, importado, pierna delantera, sólo magro separable, crudo","Agneau, Nouvelle-Zélande, importé, jarret antérieur, maigre séparable seulement, cru",0.869,122.0,🍽️
17065,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean only, cooked","Lammfleisch, Neuseeland, importiert, gefroren, zusammengesetzt aus geschnittenen, im Einzelhandel erhältlichen Teilstücken, nur mageres Teilfleisch, gegart","Cordero, Nueva Zelanda, importado, congelado, compuesto de cortes minoristas recortados, sólo magro separable, cocido","Agneau, Nouvelle-Zélande, importé, congelé, composé de coupes de détail parées, maigre séparable seulement, cuit",1.2,206.0,🍽️
17045,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4 fat, choice, cooked, broiled","Lamm, Schulter, Lammfleisch, trennbares Muskelfleisch und Fett, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gegrillt","Cordero, paleta, brazo, parte magra y grasa, recortado a 1/4 de grasa, elección, cocido, a la parrilla","Agneau, épaule, bras, maigre et gras séparables, paré à 1/4 de gras, au choix, cuit, grillé",0.995,281.0,🍽️
17048,"Lamb, shoulder, arm, separable lean only, trimmed to 1/4 fat, choice, cooked, braised","Lamm, Schulter, Lamm, nur trennbares mageres Fleisch, auf 1/4 Fett getrimmt, nach Wahl, gekocht, geschmort","Cordero, paleta, brazo, sólo magro separable, recortado a 1/4 de grasa, elección, cocido, estofado","Agneau, épaule, bras, maigre séparable seulement, paré à 1/4 de gras, au choix, cuit, braisé",1.45,279.0,🍽️
17054,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4 fat, choice, cooked, roasted","Lamm, Schulter, Klinge, trennbares Magerfleisch und Fett, auf 1/4 Fett getrimmt, nach Wahl, gekocht, geröstet","Cordero, paleta, paleta, parte magra y grasa, recortado a 1/4 de grasa, elección, cocido, asado","Agneau, épaule, lame, maigre et gras séparables, paré à 1/4 de gras, au choix, cuit, rôti",0.906,281.0,🍽️
17055,"Lamb, shoulder, blade, separable lean only, trimmed to 1/4 fat, choice, raw","Lamm, Schulter, Lammkeule, nur teilbar, mager, auf 1/4 Fett getrimmt, nach Wahl, roh","Cordero, paleta, ovilla, sólo magro separable, recortado a 1/4 de grasa, elegido, crudo","Agneau, épaule, lame, maigre séparable seulement, parée à 1/4 de gras, au choix, crue",0.785,151.0,🍽️
17047,"Lamb, shoulder, arm, separable lean only, trimmed to 1/4 fat, choice, raw","Lamm, Schulter, Lamm, nur trennbares Magerfleisch, auf 1/4 Fett getrimmt, nach Wahl, roh","Cordero, paleta, brazo, sólo magro separable, recortado a 1/4 de grasa, elegido, crudo","Agneau, épaule, bras, maigre séparable seulement, paré à 1/4 de gras, au choix, cru",0.814,132.0,🍽️
17046,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4 fat, choice, cooked, roasted","Lamm, Schulter, Lammfleisch, trennbares Magerfleisch und Fett, auf 1/4 Fett getrimmt, nach Wahl, gekocht, geröstet","Cordero, paleta, brazo, parte magra y grasa, recortado a 1/4 de grasa, elección, cocido, asado","Agneau, épaule, bras, maigre et gras séparables, paré à 1/4 de gras, au choix, cuit, rôti",0.917,279.0,🍽️
17053,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4 fat, choice, cooked, broiled","Lamm, Schulter, Klinge, trennbares Magerfleisch und Fett, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gegrillt","Cordero, paleta, paleta, parte magra y grasa, recortado a 1/4 de grasa, elección, cocido, a la parrilla","Agneau, épaule, lame, maigre et gras séparables, paré à 1/4 de gras, au choix, cuit, grillé",0.94,278.0,🍽️
17056,"Lamb, shoulder, blade, separable lean only, trimmed to 1/4 fat, choice, cooked, braised","Lamm, Schulter, Lamm, trennbar, nur mager, auf 1/4 Fett getrimmt, nach Wahl, gekocht, geschmort","Cordero, paleta, cuchilla, sólo magro separable, recortado a 1/4 de grasa, elección, cocido, estofado","Agneau, épaule, lame, maigre séparable seulement, parée à 1/4 de gras, au choix, cuite, braisée",1.32,288.0,🍽️
17031,"Lamb, rib, separable lean and fat, trimmed to 1/4 fat, choice, cooked, roasted","Lamm, Rippe, trennbares mageres Fleisch und Fett, auf 1/4 Fett getrimmt, nach Wahl, gekocht, geröstet","Cordero, costilla, parte magra y grasa, recortado a 1/4 de grasa, elección, cocido, asado","Agneau, côte, maigre et gras séparable, paré à 1/4 de gras, au choix, cuit, rôti",0.86,359.0,🍽️
17040,"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4 fat, choice, cooked, braised","Lamm, Schulter, ganz (Arm und Schulterblatt), nur teilbar, mager, auf 1/4 Fett getrimmt, nach Wahl, gekocht, geschmort","Cordero, paleta, entera (brazo y cuchilla), sólo magro separable, recortado a 1/4 de grasa, elección, cocido, estofado","Agneau, épaule, entière (bras et lame), maigre séparable seulement, parée au 1/4 de gras, au choix, cuite, braisée",1.34,283.0,🍽️
17038,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4 fat, choice, cooked, roasted","Lamm, Schulter, ganz (Arm und Schulterblatt), trennbares Muskelfleisch und Fett, auf 1/4 Fett getrimmt, nach Wahl, gekocht, geröstet","Cordero, paleta, entera (brazo y cuchilla), parte magra y grasa, recortado a 1/4 de grasa, elección, cocido, asado","Agneau, épaule, entière (bras et lame), maigre et gras séparable, paré au 1/4 de gras, au choix, cuit, rôti",0.916,276.0,🍽️
17037,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4 fat, choice, cooked, broiled","Lamm, Schulter, ganz (Arm und Schulterblatt), trennbares Muskelfleisch und Fett, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gegrillt","Cordero, paleta, entera (brazo y cuchilla), parte magra y grasa, recortado a 1/4 de grasa, elección, cocido, a la parrilla","Agneau, épaule, entière (bras et lame), maigre et gras séparable, paré à 1/4 de gras, au choix, cuit, grillé",0.994,278.0,🍽️
17030,"Lamb, rib, separable lean and fat, trimmed to 1/4 fat, choice, cooked, broiled","Lamm, Rippe, trennbares Magerfleisch und Fett, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gegrillt","Cordero, costilla, parte magra y grasa, recortado a 1/4 de grasa, elección, cocido, a la parrilla","Agneau, côte, maigre et gras séparable, paré à 1/4 de gras, au choix, cuit, grillé",0.901,361.0,🍽️
17039,"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4 fat, choice, raw","Lamm, Schulter, ganz (Arm und Schulterblatt), nur teilbar, mager, auf 1/4 Fett getrimmt, nach Wahl, roh","Cordero, paleta, entera (brazo y cuchilla), sólo magro separable, recortado a 1/4 de grasa, elegido, crudo","Agneau, épaule, entière (bras et lame), maigre séparable seulement, parée au 1/4 de gras, au choix, crue",0.796,144.0,🍽️
17021,"Lamb, leg, sirloin half, separable lean only, trimmed to 1/4 fat, choice, raw","Lamm, Keule, Lendenhälfte, nur teilbar, mager, auf 1/4 Fett getrimmt, nach Wahl, roh","Cordero, pierna, mitad de solomillo, sólo magro separable, recortado a 1/4 de grasa, elegido, crudo","Agneau, gigot, demi-surlonge, maigre séparable seulement, paré à 1/4 de gras, au choix, cru",0.837,134.0,🍽️
17028,"Lamb, loin, separable lean only, trimmed to 1/4 fat, choice, cooked, roasted","Lamm, Lende, nur teilbar, mager, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten","Cordero, lomo, sólo magro separable, recortado a 1/4 de grasa, elección, cocido, asado","Agneau, longe, maigre séparable seulement, paré à 1/4 de gras, au choix, cuit, rôti",1.08,202.0,🍽️
17022,"Lamb, leg, sirloin half, separable lean only, trimmed to 1/4 fat, choice, cooked, roasted","Lamm, Keule, Lendenhälfte, nur teilbar, mager, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten","Cordero, pierna, mitad de solomillo, sólo magro separable, recortado a 1/4 de grasa, elección, cocido, asado","Agneau, cuisse, demi-surlonge, maigre séparable seulement, paré à 1/4 de gras, au choix, cuit, rôti",1.15,204.0,🍽️
17015,"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4 fat, choice, raw","Lamm, Keule, Haxenhälfte, trennbares Muskelfleisch und Fett, auf 1/4 Fett getrimmt, nach Wahl, roh","Cordero, pierna, mitad de pierna, parte magra y grasa, recortado a 1/4 de grasa, elección, crudo","Agneau, cuisse, moitié de jarret, maigre et gras séparables, paré à 1/4 de gras, au choix, cru",0.756,201.0,🍽️
17023,"Lamb, loin, separable lean and fat, trimmed to 1/4 fat, choice, raw","Lamm, Lende, trennbares Muskelfleisch und Fett, auf 1/4 Fett getrimmt, nach Wahl, roh","Cordero, lomo, parte magra y grasa, recortado a 1/4 de grasa, elección, crudo","Agneau, longe, maigre et gras séparable, paré à 1/4 de gras, au choix, cru",0.664,310.0,🍽️
17020,"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4 fat, choice, cooked, roasted","Lamm, Keule, Lendenhälfte, mageres und fettes Fleisch trennen, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten","Cordero, pierna, medio solomillo, parte magra y grasa, recortado a 1/4 de grasa, elección, cocido, asado","Agneau, gigot, demi-surlonge, maigre et gras séparables, paré à 1/4 de gras, au choix, cuit, rôti",1.0,292.0,🍽️
17029,"Lamb, rib, separable lean and fat, trimmed to 1/4 fat, choice, raw","Lamm, Rippe, trennbares Muskelfleisch und Fett, auf 1/4 Fett getrimmt, nach Wahl, roh","Cordero, costilla, parte magra y grasa, recortado a 1/4 de grasa, elección, crudo","Agneau, côte, maigre et gras séparable, paré à 1/4 de gras, au choix, cru",0.591,372.0,🍽️
17014,"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4 fat, choice, cooked, roasted","Lamm, Keule, ganz (Haxe und Lendenstück), teilbar, nur mager, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten","Cordero, pierna, entera (pierna y solomillo), sólo magro separable, recortado a 1/4 de grasa, elección, cocido, asado","Agneau, gigot, entier (jarret et surlonge), maigre séparable seulement, paré à 1/4 de gras, au choix, cuit, rôti",1.15,191.0,🍽️
17004,"Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4 fat, choice, cooked","Lammfleisch, zusammengesetzt aus zugeschnittenen Einzelstücken, nur trennbares mageres Fleisch, auf 1/4 Fett zugeschnitten, nach Wahl, gekocht","Cordero, compuesto de cortes minoristas recortados, sólo magro separable, recortado a 1/4 de grasa, elegido, cocido","Agneau, composé de coupes parées au détail, maigre séparable seulement, paré à 1/4 de gras, au choix, cuit",1.15,206.0,🍽️
17012,"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4 fat, choice, cooked, roasted","Lamm, Keule, ganz (Haxe und Lendenstück), trennbares mageres und fettes Fleisch, auf 1/4 Fett getrimmt, nach Wahl, gekocht, gebraten","Cordero, pierna, entera (pierna y solomillo), parte magra y grasa, recortado a 1/4 de grasa, elección, cocido, asado","Agneau, gigot, entier (jarret et surlonge), maigre et gras séparables, paré à 1/4 de gras, au choix, cuit, rôti",1.04,258.0,🍽️
17005,"Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4 fat, choice, raw","Lammfleisch, zusammengesetzt aus getrimmten Einzelhandelsstücken, trennbares Fett, getrimmt auf 1/4 Fett, nach Wahl, roh","Cordero, compuesto de cortes minoristas recortados, grasa separable, recortado a 1/4 de grasa, elegido, crudo","Agneau, composé de coupes de détail parées, gras séparable, paré à 1/4 de gras, choix, cru",0.271,665.0,🍽️
17013,"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4 fat, choice, raw","Lamm, Keule, ganz (Haxe und Lendenstück), nur teilbar, mager, auf 1/4 Fett getrimmt, nach Wahl, roh","Cordero, pierna, entera (pierna y solomillo), sólo magro separable, recortado a 1/4 de grasa, elegido, crudo","Agneau, gigot, entier (jarret et surlonge), maigre séparable seulement, paré à 1/4 de gras, au choix, cru",0.837,128.0,🍽️
17006,"Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4 fat, choice, cooked","Lammfleisch, zusammengesetzt aus getrimmten Einzelstücken, abtrennbares Fett, auf 1/4 Fett getrimmt, nach Wahl, gegart","Cordero, compuesto de cortes minoristas recortados, grasa separable, recortado a 1/4 de grasa, elegido, cocido","Agneau, composé de coupes de détail parées, gras séparable, paré à 1/4 de gras, au choix, cuit",0.495,586.0,🍽️
17011,"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4 fat, choice, raw","Lamm, Keule, ganz (Haxe und Lendenstück), trennbares Muskelfleisch und Fett, auf 1/4 Fett getrimmt, nach Wahl, roh","Cordero, pierna, entera (pierna y solomillo), parte magra y grasa, recortado a 1/4 de grasa, elección, crudo","Agneau, gigot, entier (jarret et surlonge), maigre et gras séparables, paré à 1/4 de gras, au choix, cru",0.729,230.0,🍽️
16429,"Tofu, fried, prepared with calcium sulfate","Tofu, gebraten, zubereitet mit Calciumsulfat",Tofu frito preparado con sulfato de calcio,"Tofu, frit, préparé avec du sulfate de calcium",0.91,270.0,🍽️
16434,"Yardlong beans, mature seeds, cooked, boiled, with salt","Meterlange Bohnen, reife Samen, gekocht, gekocht, mit Salz","Frijoles, semillas maduras, cocidos, hervidos, con sal","Haricots d'un mètre, graines mûres, cuits, bouillis, avec du sel",0.484,118.0,🫘
16432,"Tofu, salted and fermented (fuyu), prepared with calcium sulfate","Tofu, gesalzen und fermentiert (Fuyu), zubereitet mit Calciumsulfat","Tofu, salado y fermentado (fuyu), preparado con sulfato de calcio","Tofu salé et fermenté (fuyu), préparé avec du sulfate de calcium",0.431,116.0,🧂
17003,"Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4 fat, choice, raw","Lammfleisch, zusammengesetzt aus zugeschnittenen Einzelhandelsstücken, nur trennbares Magerfleisch, auf 1/4 Fett zugeschnitten, nach Wahl, roh","Cordero, compuesto de cortes minoristas recortados, sólo magro separable, recortado a 1/4 de grasa, elegido, crudo","Agneau, composé de coupes parées au détail, maigre séparable seulement, paré à 1/4 de gras, au choix, cru",0.826,134.0,🍽️
16420,"Soy protein concentrate, produced by acid wash","Sojaproteinkonzentrat, hergestellt durch Säurewäsche","Concentrado de proteína de soja, producido por lavado ácido.","Concentré de protéines de soja, produit par lavage acide",3.28,328.0,🍽️
16422,"Soy protein isolate, potassium type","Sojaproteinisolat, Kaliumtyp","Aislado de proteína de soja, tipo potasio","Isolat de protéine de soja, type potassium",4.59,321.0,🍽️
16428,"Tofu, dried-frozen (koyadofu), prepared with calcium sulfate","Tofu, getrocknet-gefroren (Koyadofu), zubereitet mit Calciumsulfat","Tofu, seco y congelado (koyadofu), preparado con sulfato de calcio","Tofu séché-congelé (koyadofu), préparé avec du sulfate de calcium",2.33,470.0,🍽️
16167,"Peanut Butter, smooth (Includes foods for USDA's Food Distribution Program)","Erdnussbutter, glatt (einschließlich Lebensmittel für das Food Distribution Program des USDA)","Mantequilla de maní, suave (Incluye alimentos para el Programa de Distribución de Alimentos del USDA)","Beurre de cacahuète, onctueux (comprend les aliments destinés au programme de distribution alimentaire de l'USDA)",1.19,588.0,🥜
